region,county_name,address,total_rank,total_comments_count,altitude,campground_emo_geo_ID,campground_ID,camping_site_name,campground_category,hot,negative_ratio,positive_ratio,hot_but_negative,latitude,longitude,count
北區,新竹縣,新竹縣關西鎮六區窩道路,4.4,267,,675,923,樸真園六曲窩生態園區,普通,Hot,0.1,0.9,,24.792632,121.175891,1
北區,新竹縣,新竹縣五峰鄉鄰(臨270之1號,3.9,98,,680,928,櫻之林休閒農場,差評,,0.44,0.56,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉水田4鄰36-1號,4.6,568,,682,930,櫻花谷露營區,普通,Hot,0.05,0.95,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉2鄰,5.0,89,650.0,683,931,歐莎露營區,好評,,0.02,0.98,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉25號,4.9,106,,693,941,比拉多露營區,好評,,0.03,0.97,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉水田道路64-1號,4.3,176,,702,950,水田六四露營區,普通,,0.24,0.76,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉3鄰24號,4.0,26,1250.0,722,970,玉峰 泰里埔露營區,差評,,0.22,0.78,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉那羅209之七,4.0,133,650.0,765,1013,熊麻吉親子露營區,差評,,0.11,0.89,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉鄰47之5號,4.2,117,,799,1047,田秘的家露營區,,,0.31,0.69,,24.574493,121.087514,1
北區,新竹縣,新竹縣橫山鄉104號,5.0,23,150.0,837,1085,福興小農庄,好評,,0.12,0.88,,24.715447,121.1421353,1
北區,新竹縣,新竹縣尖石鄉錦屏村12鄰那羅209號,4.7,369,,844,1092,秘花園親子露營區,普通,Hot,0.1,0.9,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉310-3號,4.4,313,,845,1093,移動城堡露營區,普通,Hot,0.16,0.84,,24.574493,121.087514,1
北區,新竹縣,新竹縣竹東鎮,5.0,21,,846,1094,穎築仙谷,好評,,0.0,1.0,,24.7243068,121.0996976,1
北區,新竹縣,新竹縣五峰鄉花園村天湖219-17號,5.0,51,1250.0,850,1098,空軍一號,好評,,0.01,0.99,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉羅山1鄰4-9號,4.6,364,,852,1100,窩.露營,普通,Hot,0.04,0.96,,24.574493,121.087514,1
北區,新竹縣,新竹縣橫山鄉新興街62巷67號,4.7,24,,853,1101,窩邊草露營區,普通,,0.09,0.91,,24.715447,121.1421353,1
北區,新竹縣,新竹縣尖石鄉UnnamedRoad,4.4,305,,855,1103,童話森林露營地,普通,Hot,0.15,0.85,,24.548314,121.343789,1
北區,新竹縣,新竹縣北埔鄉11鄰1~7號,4.9,23,,862,1110,簡單的地方The Simple place自助民宿露營,好評,,0.0,1.0,,24.702003,121.0566848,1
北區,新竹縣,新竹縣橫山鄉,4.6,367,,878,1126,綠雲海露營區,普通,Hot,0.05,0.95,,24.715447,121.1421353,1
北區,新竹縣,新竹縣尖石鄉1號,4.9,45,,880,1128,緩緩李埔露營區 Huan Libu Camping,好評,,0.0,1.0,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉1鄰羅山24-16號,4.3,439,,894,1142,翡翠園露營區,普通,Hot,0.27,0.73,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉7號,4.7,165,,899,1147,老鷹溪107號營地,普通,,0.05,0.95,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉新樂農路,4.0,26,900.0,907,1155,自然野趣,差評,,0.16,0.84,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉煤源段8鄰36-2號,4.0,34,900.0,908,1156,露營樂3號店,差評,,0.15,0.85,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉,5.0,36,,912,1160,芬蘭露營區,好評,,0.0,1.0,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉17鄰296-28號,5.0,167,900.0,958,1206,蘇珊藏美露營農場,好評,,0.03,0.97,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉,4.9,765,,968,1216,蟬說: 霧繞 Chanshuo Woorao glamping,好評,Hot,0.09,0.91,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉,4.6,546,,976,1224,觀星賞月露營區,普通,Hot,0.05,0.95,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉,4.0,91,900.0,977,1225,觀雲露營區,差評,,0.06,0.94,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉梅花村9鄰242-6號,4.5,517,,996,1244,起初休閒露營區,普通,Hot,0.16,0.84,,24.548314,121.343789,1
北區,新竹縣,新竹縣竹東鎮16之13號,4.7,145,,1012,1260,逗留營地,普通,,0.03,0.97,,24.7243068,121.0996976,1
北區,新竹縣,新竹縣尖石鄉9號,5.0,516,1250.0,1017,1265,玉峰 遇見嵨繞,好評,Hot,0.0,1.0,,24.548314,121.343789,1
北區,新竹縣,新竹縣橫山鄉,4.0,120,150.0,1018,1266,遊橘露營區,差評,,0.11,0.89,,24.7176825,121.1393701,1
北區,新竹縣,新竹縣橫山鄉馬福89號,4.0,623,,1045,1293,野漾莊園,差評,Hot,0.42,0.58,,24.7176825,121.1393701,1
北區,新竹縣,新竹縣五峰鄉天湖9鄰196-6號,4.5,237,,1047,1295,野足營地,普通,Hot,0.21,0.79,,24.574493,121.087514,1
北區,新竹縣,新竹縣橫山鄉橫山村頭份林18鄰6-2號,4.7,95,,1056,1304,金穗休閒露營,普通,,0.15,0.85,,24.7176825,121.1393701,1
北區,新竹縣,新竹縣關西鎮仁安里拱子溝九鄰26號,4.0,5,150.0,1066,1314,大象露營地,差評,,0.26,0.74,,24.792632,121.175891,1
北區,新竹縣,新竹縣五峰鄉白蘭307-15號,4.6,277,,1103,1351,雲起露營區,普通,Hot,0.07,0.93,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉4號,4.0,189,650.0,1108,1356,雷沙達岜斯,差評,,0.18,0.82,,24.548314,121.343789,1
北區,新竹縣,新竹縣關西鎮新力里下橫坑7鄰80號,4.2,211,,1134,1382,飛鳳園農場,,,0.35,0.65,,24.792632,121.175891,1
北區,新竹縣,新竹縣鄉花園村天湖196-3號,4.6,68,,1138,1386,馬瀨營地,普通,,0.08,0.92,,35.4480984,139.6378699,1
北區,新竹縣,新竹縣尖石鄉七鄰22-7號,4.0,85,900.0,1140,1388,馬胎227露營區,差評,,0.08,0.92,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉義梅道路,4.8,76,,1141,1389,馬胎露比森林露營區,好評,,0.04,0.96,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉167之3號,4.5,91,,1149,1397,魚之谷露營區,普通,,0.08,0.92,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉新樂村,4.0,243,650.0,1184,1432,印象尖石露營區,差評,Hot,0.03,0.97,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉義興村馬胎53號,4.0,31,650.0,1185,1433,參陳山內灣旅店營地,差評,,0.1,0.9,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉,4.0,65,1700.0,1186,1434,司馬庫斯 達宴露營區,差評,,0.13,0.87,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉大隘村4鄰51-11號,5.0,82,650.0,1189,1437,喜來登露營區,好評,,0.03,0.97,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉新樂村煤源8鄰41號,4.0,140,650.0,1194,1442,尤命築園露營區,差評,,0.04,0.96,,24.548314,121.343789,1
北區,新竹縣,新竹縣新埔鎮鹿鳴里4鄰黃梨園28-15號,5.0,10,150.0,1200,1448,挪亞星舟露營農莊,好評,,0.0,1.0,,24.8280421,121.0712198,1
北區,新竹縣,新竹縣尖石鄉錦屏村10鄰那羅116-1號,4.0,56,650.0,1204,1452,月伴灣露營區,差評,,0.12,0.88,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉梅花村6鄰148號,4.0,37,650.0,1207,1455,梅花山莊,差評,,0.19,0.81,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉梅花村3鄰梅花79之3號,5.0,2,650.0,1208,1456,梅花梯田免裝備露營區,好評,,0.0,1.0,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉竹林村和平154-1號,4.0,51,650.0,1210,1458,楠桂坊露營區,差評,,0.22,0.78,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉那羅205之7號,5.0,3,650.0,1212,1460,樓蜜香菇農場,好評,,0.0,1.0,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉錦屏村9鄰那羅80-2號,5.0,45,650.0,1223,1471,烏米的家露營區,好評,,0.05,0.95,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉玉峰村12鄰抬耀22之10號,5.0,4,1250.0,1225,1473,玉峰 光漫營地,好評,,0.0,1.0,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉玉峰村,4.0,52,1250.0,1226,1474,玉峰 星光閃閃露營區,差評,,0.09,0.91,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉新樂村煤源10鄰65-3號,4.0,149,650.0,1231,1479,綠宥子甜柿果園露營區,差評,,0.14,0.86,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉義興村馬胎部落168-5號,5.0,47,1250.0,1235,1483,觀星賞月營地,好評,,0.0,1.0,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉花園村天湖219-1號,5.0,68,900.0,1236,1484,輪園秘境,好評,,0.0,1.0,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉錦屏村12鄰那羅205之5號,0.0,0,650.0,1241,1489,那羅的家親子露營區,差評,,,,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉錦屏村,4.0,53,650.0,1242,1490,野薑花露營區［全家超商野薑花店相關事業］,差評,,0.13,0.87,,24.548314,121.343789,1
北區,新竹縣,新竹縣峨眉鄉石井村,4.0,16,150.0,1247,1495,露營盒子,差評,,0.06,0.94,,24.6887001,121.0196215,1
北區,新竹縣,新竹縣尖石鄉玉峰村馬美8鄰29-1號,4.0,36,1700.0,1250,1498,馬美欣欣營地,差評,,0.0,1.0,,24.548314,121.343789,1
北區,宜蘭縣,宜蘭縣大同鄉寒溪村華興巷42-18號,4.4,51,260.0,2,8,Uwah露營區,普通,,0.24,0.76,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣冬山鄉照安一路360-1號,4.8,30,55.0,15,48,又想露營趣,好評,,0.0,1.0,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣三星鄉泰雅一路301巷71號,4.7,69,220.0,39,110,山谷星空露營區,普通,,0.11,0.89,,24.65433,121.63311,1
北區,宜蘭縣,宜蘭縣礁溪鄉白石腳路135-1號,4.8,156,30.0,67,196,橘子園露營區,好評,,0.0,1.0,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣礁溪鄉白石腳路157巷88號,4.9,115,270.0,75,219,無憂花露營區,好評,,0.06,0.94,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣大同鄉茂安村泰雅路五段,4.7,110,590.0,102,333,飛亞蘭露營區,普通,,0.03,0.97,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣礁溪鄉匏杓崙路150之50號,4.6,172,,122,369,926露營基地,普通,,0.16,0.84,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣礁溪鄉龍潭路172巷16號,4.4,177,,139,386,Lemon Tree No. 16,普通,,0.1,0.9,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣冬山鄉太和路615號,4.8,215,,140,387,Leshan樂山環茶,好評,,0.03,0.97,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣蘇澳鎮東澳灣北灘,4.5,182,,152,399,SHALOM夏龍文旅,普通,,0.11,0.89,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路二段33巷之31號,5.0,45,400.0,153,400,夏諾營露營區,好評,,0.04,0.96,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉寒溪巷68之9號,5.0,75,,160,407,一山半水露營區,好評,,0.0,1.0,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣三星鄉義德路58之8號,4.4,422,,175,422,三星鄉立游泳池,普通,Hot,0.1,0.9,,24.65433,121.63311,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路二段33巷31之1號,5.0,12,150.0,194,441,五葉松林休閒露營區,好評,,0.0,1.0,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路七段363之1號,4.6,705,,197,444,亞爸的山,普通,Hot,0.08,0.92,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉81巷,4.2,113,,231,478,八福原地,,,0.22,0.78,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣南澳鄉冰糖山路東澳火車站~開車10分鐘即可到達1號,4.9,14,,239,486,冰糖山包場露營地,好評,,0.07,0.93,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣蘇澳鎮海岸路92號,4.2,757,,269,516,南澳農場,,Hot,0.42,0.58,,24.5943499,121.8420291,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路二段118之25號,5.0,36,400.0,275,522,原最露營區,好評,,0.05,0.95,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅一路牛鬥81之1號,5.0,6,400.0,304,551,哇吉散悠遊樂園露營區,好評,,0.09,0.91,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉碧侯部落聯絡道路,4.6,69,,314,561,喬之約露營區,普通,,0.0,1.0,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣礁溪鄉二結路8之2號,4.7,273,,346,593,夢土上Glamping,普通,Hot,0.0,1.0,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣冬山鄉大埤二路75巷26號,4.8,71,,371,618,天ㄟ藝文露營區,好評,,0.06,0.94,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣冬山鄉大埤二路75巷1號,4.7,1483,,372,619,天ㄟ露營車,普通,Hot,0.03,0.97,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路一段88巷66號,4.0,2,150.0,377,624,天梯露營區,差評,,0.18,0.82,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉橫山路13-16號,4.8,18,,378,625,天涯九號露營區,好評,,0.0,1.0,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路一段88巷88號,5.0,108,400.0,380,627,天際線茶園營地,好評,,0.02,0.98,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路六段2巷台七甲線km處6-3號,4.0,67,650.0,385,632,太平山森活趣渡假農場,差評,,0.2,0.8,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉碼崙路16號,4.0,5,150.0,396,643,宇世格爵露營區,差評,,0.17,0.83,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉博愛路18-1號,4.0,17,150.0,399,646,老柯野外探險營地,差評,,0.07,0.93,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路二段88巷211-9號,4.2,147,,400,647,宜蘭大同 祕密基地露營區,,,0.17,0.83,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉華興巷1-10號,4.8,196,,419,666,小董山間野炊泰雅文化旅遊,好評,,0.02,0.98,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉東岳部落聯絡道路連絡道路,4.9,122,,429,676,尤酷玩家 CampArea,好評,,0.03,0.97,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣頭城鎮福德坑路5-1號,4.5,117,,453,700,山海匯靜思露營區,普通,,0.25,0.75,,24.8598286,121.8242827,1
北區,宜蘭縣,宜蘭縣冬山鄉中山路802號,4.0,51,150.0,458,705,山谷樂生態露營園區,差評,,0.18,0.82,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣南澳鄉東岳路81巷,4.6,139,,478,725,布拉布拉BULABULA,普通,,0.28,0.72,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉住址：大同鄉泰雅路二段29巷！58-6號,4.8,245,,483,730,幸福城景觀露營區,好評,Hot,0.12,0.88,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉樂水路20巷150-1號,4.0,31,650.0,485,732,幸福瑪崙露營區,差評,,0.11,0.89,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉東岳部落聯絡道路,4.7,25,,486,733,幽洛谷慕露營區,普通,,0.11,0.89,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉華興巷1-7號,3.9,21,,490,737,彩虹杯杯館,差評,,0.25,0.75,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣礁溪鄉五峰路69號,4.2,86,,496,743,得天露營車,,,0.24,0.76,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣頭城鎮仙公路180巷50號,4.8,728,,498,745,微笑灣休閒農場,好評,Hot,0.04,0.96,,24.8598286,121.8242827,1
北區,宜蘭縣,宜蘭縣大同鄉林家50之6號,4.9,12,,518,765,愛露營-葛霸露營區,好評,,0.0,1.0,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉武塔村新溪路2鄰金洋二號橋路46號,4.7,61,,519,766,慕塔夏 Camp Butasya,普通,,0.04,0.96,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉,4.7,39,,542,789,摩西露營區,普通,,0.06,0.94,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉宜57鄉道金洋路摩諾營地,4.8,76,,543,790,摩諾營地,好評,,0.05,0.95,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉,4.0,18,650.0,549,796,斯揚莫那休閒莊園,差評,,0.24,0.76,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路一段88巷99號,4.7,500,,577,824,星亮點Kayu露營區,普通,Hot,0.0,1.0,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅一路牛鬥81之7號,5.0,3,400.0,592,839,星霧宿露營區,好評,,0.0,1.0,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路一段12巷111號,4.6,172,,598,845,景好露營區,普通,,0.06,0.94,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣礁溪鄉二結路94號,4.0,320,,618,865,杉林奇蹟露營區,差評,Hot,0.31,0.69,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣蘇澳鎮東澳灣北灘,4.9,86,,624,871,東澳露營趣,好評,,0.03,0.97,,24.5943499,121.8420291,1
北區,宜蘭縣,宜蘭縣冬山鄉中山路769號,4.3,690,,627,874,東風綠活 Oriental Green,普通,Hot,0.2,0.8,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路二段92巷199之1號,4.1,215,,632,879,松蘿園林露營區,差評,,0.55,0.45,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉,5.0,4,,670,918,樂樂緣地露營區,好評,,0.0,1.0,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣蘇澳鎮武荖坑路75號,4.2,3219,,690,938,武荖坑風景區,,Hot,0.14,0.86,,24.5943499,121.8420291,1
北區,宜蘭縣,宜蘭縣大同鄉玉蘭21-6號,4.9,26,,707,955,沐嵐園,好評,,0.05,0.95,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路二段92巷99-1號,4.8,106,,710,958,沐野露營區,好評,,0.03,0.97,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉古魯巷1-17號,5.0,14,150.0,736,984,淺山休閒露營區,好評,,0.02,0.98,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉松羅南巷115-7號,4.5,385,,750,998,溪河木露營區,普通,Hot,0.37,0.63,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉寒溪巷71-6號,4.6,184,,756,1004,濃情蜜意瓜瓜園,普通,,0.13,0.87,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉橫山路13之7號,4.0,3,150.0,757,1005,瀧雲山莊露營區,差評,,0.19,0.81,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣三星鄉泰雅一路525巷牛頭203號,4.3,171,,770,1018,牛鬥一角宜蘭露營區民宿,普通,,0.05,0.95,,24.65433,121.63311,1
北區,宜蘭縣,宜蘭縣冬山鄉大進二路246號,4.6,203,,800,1048,田野森農場Morilife,普通,,0.07,0.93,,24.620486,121.8082005,1
北區,宜蘭縣,宜蘭縣蘇澳鎮東澳路101巷19號,4.5,864,,813,1061,睡海邊,普通,Hot,0.0,1.0,,24.5943499,121.8420291,1
北區,宜蘭縣,宜蘭縣大同鄉林森巷20-1號,4.6,49,,860,1108,築夢園迷你露營區,普通,,0.11,0.89,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉橫山路13之11號,4.9,181,,939,1187,莎莉慕休閒露營區,好評,,0.02,0.98,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣南澳鄉金洋路2號,4.6,2289,,1028,1276,那山那谷,普通,Hot,0.24,0.76,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣南澳鄉,4.5,69,,1053,1301,金岳秘境露營區,普通,,0.14,0.86,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣三星鄉,5.0,1,,1068,1316,阿柑露營場,好評,,,,,24.65433,121.63311,1
北區,宜蘭縣,宜蘭縣大同鄉57號,5.0,101,400.0,1102,1350,雲端紅土咖啡露營區,好評,,0.02,0.98,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣南澳鄉蘇花路五段一巷宜蘭縣蘇澳鎮5-1號,4.9,2291,,1114,1362,露境東岳探險渡假營地,好評,Hot,0.0,1.0,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉古魯巷1之8号,4.9,146,,1115,1363,露山林套房露營區,好評,,0.0,1.0,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣礁溪鄉白石腳路101號,4.9,11,,1117,1365,露樹露營區,好評,,0.0,1.0,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣礁溪鄉匏杓崙路132-15號,4.5,771,,1153,1401,鷗漫景觀農場,普通,Hot,0.0,1.0,,24.826252,121.770303,1
北區,宜蘭縣,宜蘭縣南澳鄉東岳村73巷3號,4.0,21,150.0,1178,1426,BulaBula.KC 布拉布拉露營區,差評,,0.15,0.85,,24.4261819,121.7500513,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅一路牛鬥巷69之15號,5.0,2,400.0,1188,1436,哇芭來露營區,好評,,0.0,1.0,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路二段88巷211-9號,4.0,54,150.0,1230,1478,秘密基地露營區,差評,,0.08,0.92,,24.6770507,121.6078754,1
北區,宜蘭縣,宜蘭縣大同鄉泰雅路一段88巷99號之19號,5.0,48,400.0,1246,1494,露營樂7號店,好評,,0.05,0.95,,24.6770507,121.6078754,1
中區,台中市,台中市北屯區東山路二段183-33號,5.0,246,500.0,5,17,三山來此,好評,Hot,0.0,1.0,,24.1822644,120.6862883,1
中區,台中市,台中市和平區博愛里東關路一段430號,4.6,219,700.0,23,64,哈露米露營區,普通,,0.0,1.0,,24.17477,120.88349,1
中區,台中市,台中市和平區東關路一段360之5號,4.5,96,700.0,36,103,山上松亭,普通,,0.11,0.89,,24.17477,120.88349,1
中區,台中市,台中市東勢區慶福里慶福街26號之2號,3.5,294,700.0,44,124,彩虹奇菁,差評,Hot,0.39,0.61,,24.25861,120.82777,1
中區,台中市,台中市和平區東關路一段松鶴三巷60-16號,5.0,13,650.0,54,163,晨融家筑,好評,,0.0,1.0,,24.17477,120.88349,1
中區,台中市,台中市和平區博愛里東關路一段台電巷122-20號,4.7,253,1010.0,59,170,松風谷園區,普通,Hot,0.03,0.97,,24.17477,120.88349,1
中區,台中市,台中市和平區東關路一段松鶴三巷95-11號,4.9,12,710.0,60,172,松鶴延年,好評,,0.0,1.0,,24.17477,120.88349,1
中區,台中市,台中市和平區東關路一段430號,3.8,62,620.0,81,237,石壁露營區,差評,,0.44,0.56,,24.17477,120.88349,1
中區,台中市,台中市和平區東關路一段20之5號,3.8,109,820.0,89,282,谷關365露營區,差評,,0.53,0.47,,24.17477,120.88349,1
中區,台中市,台中市新社區協中街189-2號,4.1,88,,144,391,MOMO佳園民宿,差評,,0.38,0.62,,24.23414,120.8095,1
中區,台中市,台中市太平區山田路長青巷19號,4.9,49,,147,394,Night,好評,,0.02,0.98,,24.1264719,120.7185227,1
中區,台中市,台中市新社區,4.6,82,,154,401,Tatami 忘憂草原 聖愛營地,普通,,0.0,1.0,,24.23414,120.8095,1
中區,台中市,台中市霧峰區民生路426巷77號,4.7,187,,163,410,一棵樹露營區,普通,,0.14,0.86,,24.0616984,120.7002721,1
中區,台中市,台中市東勢區UnnamedRoad,4.8,107,,183,430,丘の町營地,好評,,0.06,0.94,,24.25861,120.82777,1
中區,台中市,台中市北屯區,4.2,169,,184,431,中正露營區下平台,,,0.29,0.71,,24.1822644,120.6862883,1
中區,台中市,台中市北屯區,4.3,11,,185,432,中正露營區和諧分營區,普通,,0.12,0.88,,24.1822644,120.6862883,1
中區,台中市,台中市北屯區,4.2,83,,186,433,中正露營區大平台,,,0.22,0.78,,24.1822644,120.6862883,1
中區,台中市,台中市北屯區連坑巷中正露營區精神碉堡總集合場,4.6,11,,187,434,中正露營區愛國分營區,普通,,0.0,1.0,,24.1822644,120.6862883,1
中區,台中市,台中市石岡區萬仙街岡仙巷請先搜尋五福臨門神木7-1號,5.0,46,400.0,191,438,九甲林,好評,,0.15,0.85,,24.27498,120.78041,1
中區,台中市,台中市和平區東關路一段裡冷巷1-7號,4.2,60,,214,461,何必館景觀小屋,,,0.31,0.69,,24.17477,120.88349,1
中區,台中市,台中市東勢區勢林街63之6號,4.3,173,,221,468,億享天開歡樂農場,普通,,0.55,0.45,,24.25861,120.82777,1
中區,台中市,台中市和平區東關路一段裡冷巷70號,4.6,271,,228,475,八仙山春露茶園,普通,Hot,0.0,1.0,,24.17477,120.88349,1
中區,台中市,台中市東勢區東坑路石麻巷之46號,4.7,113,,233,480,六合繹包棟露營區(住宿),普通,,0.05,0.95,,24.25861,120.82777,1
中區,台中市,台中市和平區雪山路出雲巷,4.6,351,,241,488,出雲山騰雲營地,普通,Hot,0.18,0.82,,24.17477,120.88349,1
中區,台中市,台中市豐原區豐勢路二段535巷100弄5號,4.6,100,,249,496,勝開心腳踏車電動車出租,普通,,0.03,0.97,,24.24219,120.71846,1
中區,台中市,台中市后里區圳頭產業道路,4.4,81,,284,531,台中后里,普通,,0.08,0.92,,24.30491,120.71071,1
中區,台中市,台中市和平區桃山社區,4.0,38,650.0,295,542,吉娃斯景觀咖啡露營區,差評,,0.12,0.88,,24.17477,120.88349,1
中區,台中市,台中市豐原區朴子街323巷13號,4.1,41,,297,544,后豐鐵馬道露營區,差評,,0.27,0.73,,24.24219,120.71846,1
