region,county_name,address,total_rank,total_comments_count,altitude,campground_emo_geo_ID,campground_ID,camping_site_name,campground_category,hot,negative_ratio,positive_ratio,hot_but_negative,latitude,longitude,count
北區,苗栗縣,苗栗縣泰安鄉大興村,4.1,204,750.0,85,254,綠野雲仙露營區,差評,,0.46,0.54,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉東河村21鄰石壁22號,4.5,323,720.0,87,278,蘿菈松靜露營區,普通,Hot,0.12,0.88,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉清安村12鄰109之12號,4.4,279,570.0,90,283,豐之優露營區,普通,Hot,0.0,1.0,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣泰安鄉梅園村2鄰66-25號,4.6,209,1200.0,92,292,逢雲露營區,普通,,0.0,1.0,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣泰安鄉大興村５鄰47之6號,4.5,268,800.0,94,295,遊牧民族露營區,普通,Hot,0.3,0.7,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣公館鄉,4.8,199,500.0,97,306,開礦露營區,好評,,0.0,1.0,,24.5061167,120.8282833,1
北區,苗栗縣,苗栗縣卓蘭鎮27-1號,4.6,220,,115,362,1961的星空,普通,Hot,0.29,0.71,,24.312,120.827,1
北區,苗栗縣,苗栗縣大湖鄉竹橋1F20號,4.5,139,,128,375,Coffee Industry,普通,,0.15,0.85,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣泰安鄉93之,4.0,120,650.0,156,403,UP露營區,差評,,0.08,0.92,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣泰安鄉4鄰69-1號,4.0,86,650.0,165,412,一片天,差評,,0.14,0.86,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉5鄰64-2號,4.7,1004,,166,413,一畝稻田露營區,普通,Hot,0.03,0.97,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣三義鄉雙連潭道路9鄰199號,4.1,873,,182,429,不遠山莊,差評,Hot,0.48,0.52,,24.4019171,120.7697176,1
北區,苗栗縣,苗栗縣南庄鄉大湳聯絡道路二,5.0,157,900.0,261,508,南山傳奇,好評,,0.05,0.95,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉4灣22鄰77號,4.1,230,,262,509,南庄山居蘭園木屋民宿 露營區,差評,Hot,0.17,0.83,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉南江村17鄰30號,4.0,37,400.0,263,510,林泉休閒露營區,差評,,0.24,0.76,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉小東河11號,4.0,75,400.0,264,511,南庄麒麟山露營區,差評,,0.06,0.94,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉司馬限5鄰20號,4.6,465,,294,541,司馬限雲端露營區,普通,Hot,0.07,0.93,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣大湖鄉,4.8,1638,,320,567,四季非露不可親子露營區,好評,Hot,0.04,0.96,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣銅鑼鄉盛隆5鄰45-20號,5.0,11,400.0,328,575,坐忘草堂露營區,好評,,0.0,1.0,,24.4859158,120.7885422,1
北區,苗栗縣,苗栗縣大湖鄉,5.0,921,,341,588,夏綠地露營區,好評,Hot,0.03,0.97,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣南庄鄉館8鄰142之18號,4.6,82,,394,641,如是露營區 ️,普通,,0.22,0.78,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉,5.0,27,900.0,405,652,寬闊露營區,好評,,0.04,0.96,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣獅潭鄉和興39-1號,4.6,506,,411,658,小岔路露營區,普通,Hot,0.16,0.84,,24.5408861,120.9217385,1
北區,苗栗縣,苗栗縣公館鄉尖山74-1號,5.0,1905,,412,659,小日子露營區,好評,Hot,0.0,1.0,,24.5061167,120.8282833,1
北區,苗栗縣,苗栗縣泰安鄉,4.6,194,,415,662,小牛露營區,普通,,0.07,0.93,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣造橋鄉,4.8,199,,431,678,山Chill,好評,,0.03,0.97,,24.6412648,120.8295649,1
北區,苗栗縣,苗栗縣泰安鄉清安村洗水坑大坪部落,4.7,129,,443,690,山居營地,普通,,0.0,1.0,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉東江1鄰1鄰9號,4.9,142,,444,691,山川密境露營區,好評,,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉,4.8,104,,471,718,嶺秀休閒景觀露營民宿 包棟烤肉 包區露營 露營區推薦,好評,,0.06,0.94,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉福南17鄰50號,4.9,3469,,472,719,川夏野奢露營區,好評,Hot,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉,4.9,552,,480,727,帆船村露營區,好評,Hot,0.03,0.97,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣大湖鄉十鄰8號,4.7,213,,511,758,悠活憶境景觀露營區,普通,,0.09,0.91,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣南庄鄉,4.7,53,,528,775,承社露營區(南庄),普通,,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣公館鄉開礦2626號,4.4,318,,533,780,拍片場露營地,普通,Hot,0.05,0.95,,24.5061167,120.8282833,1
北區,苗栗縣,苗栗縣南庄鄉13號,5.0,234,,538,785,搭漾露營區,好評,Hot,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉大㓓14鄰30號,4.8,182,,544,791,撒萬露營區,好評,,0.08,0.92,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉大興村高熊卡4鄰61-8號,4.6,292,,546,793,放牛吃草露營區,普通,Hot,0.07,0.93,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉號,4.6,83,,565,812,日杉林露營區,普通,,0.08,0.92,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉南江村里金館8鄰25號,4.5,291,,578,825,星原谷露營區,普通,Hot,0.16,0.84,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉68號,4.0,113,650.0,583,830,星樂親子露營,差評,,0.11,0.89,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣通霄鎮4鄰42號,4.3,13,,586,833,星空夜語露營地,普通,,0.2,0.8,,24.490864,120.681063,1
北區,苗栗縣,苗栗縣南庄鄉76號,4.9,284,,601,848,晴園山莊露營區民宿,好評,Hot,0.08,0.92,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉29之5號,4.9,247,,610,857,有bear來 休閒露營區,好評,Hot,0.07,0.93,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉鹿場部落24鄰11號,5.0,58,900.0,614,861,有鬼露營區,好評,,0.06,0.94,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉33-,4.6,84,,617,864,朵悠露營區,普通,,0.03,0.97,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣公館鄉尖山40號,4.9,1854,,641,888,桃樂絲露營區,好評,Hot,0.06,0.94,,24.5061167,120.8282833,1
北區,苗栗縣,苗栗縣卓蘭鎮36-29號,4.6,586,,651,898,森日快樂露營區,普通,Hot,0.22,0.78,,24.312,120.827,1
北區,苗栗縣,苗栗縣公館鄉,5.0,7,400.0,678,926,橄欖莊園,好評,,0.15,0.85,,24.5061167,120.8282833,1
北區,苗栗縣,苗栗縣卓蘭鎮西坪路43-15號,4.8,2926,,679,927,橘舍三食,好評,Hot,0.03,0.97,,24.312,120.827,1
北區,苗栗縣,苗栗縣卓蘭鎮,4.4,368,,701,949,水玉妮光GC,普通,Hot,0.05,0.95,,24.312,120.827,1
北區,苗栗縣,苗栗縣南庄鄉18鄰9號,4.5,389,,704,952,水與樹莊園,普通,Hot,0.29,0.71,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉南江村小東河14鄰8-1號,4.3,345,,713,961,河岸星空 露營地,普通,Hot,0.1,0.9,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉清安村8鄰,4.8,421,,719,967,泰安仙境露營區,好評,Hot,0.0,1.0,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣泰安鄉大興村,4.4,90,,720,968,泰安嗎哪露營區,普通,,0.22,0.78,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣泰安鄉梅興道路,4.9,218,,727,975,浮岸別境(Buan Byacing.),好評,,0.23,0.77,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣大湖鄉,4.7,530,,794,1042,瑪那邦之星,普通,Hot,0.06,0.94,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣泰安鄉,4.6,455,,810,1058,目上景露營區,普通,Hot,0.12,0.88,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣泰安鄉清安村3鄰小南角66號,4.5,202,,814,1062,瞭望角景觀民宿露營區,普通,,0.19,0.81,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣三灣鄉12號,4.0,450,,829,1077,神農渡假農場,差評,Hot,0.15,0.85,,24.651154,120.953763,1
北區,苗栗縣,苗栗縣大湖鄉,4.7,79,,839,1087,禾森 Ichigo 露營區,普通,,0.12,0.88,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣南庄鄉,4.6,303,,843,1091,秘境露營區,普通,Hot,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣獅潭鄉,4.7,45,,854,1102,窩野鄉趣露營區,普通,,0.08,0.92,,24.5408861,120.9217385,1
北區,苗栗縣,苗栗縣南庄鄉五鄰紅毛館66號,4.4,176,,866,1114,紅毛印象露營窩P1,普通,,0.22,0.78,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣大湖鄉大南村8鄰大南勢34-1號,4.6,295,,870,1118,紮營趣,普通,Hot,0.07,0.93,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣364苗栗縣大湖鄉新開村新開5鄰12-1號,4.4,667,,895,1143,老官道休閒農場,普通,Hot,0.17,0.83,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣卓蘭鎮西坪36-20號,4.1,1987,,906,1154,自然圈農場 LoFi Land,差評,Hot,0.09,0.91,,24.312,120.827,1
北區,苗栗縣,苗栗縣泰安鄉,4.6,108,,915,1163,花石間景觀露營區,普通,,0.0,1.0,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣大湖鄉,4.7,262,,924,1172,苗栗筑林居露營區,普通,Hot,0.03,0.97,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣大湖鄉7號,4.6,445,,925,1173,苗栗縣大湖鄉彩雲親子露營區,普通,Hot,0.11,0.89,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣銅鑼鄉興隆村193號,3.0,2,650.0,926,1174,自由露營區,差評,,0.28,0.72,,24.4859158,120.7885422,1
北區,苗栗縣,苗栗縣頭屋鄉仁隆20鄰62號,4.8,716,,934,1182,荒野半島露營區,好評,Hot,0.0,1.0,,24.577093,120.8522683,1
北區,苗栗縣,苗栗縣泰安鄉大興村高熊卡4鄰57-5號,4.5,483,,963,1211,虹杉露營區,普通,Hot,0.23,0.77,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣公館鄉福星村227-1號,4.4,165,,970,1218,衝到山上去放空,普通,,0.22,0.78,,24.5061167,120.8282833,1
北區,苗栗縣,苗栗縣南庄鄉東江38之12號,0.0,0,150.0,971,1219,裕見生活,差評,,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣三灣鄉內灣村龍峎頂5-17號,4.0,1179,,1013,1261,逗點露營區,差評,Hot,0.29,0.71,,24.651154,120.953763,1
北區,苗栗縣,苗栗縣通霄鎮,4.6,318,,1014,1262,通霄三合院農庒,普通,Hot,0.18,0.82,,24.490864,120.681063,1
北區,苗栗縣,苗栗縣苑裡鎮22-7號,4.9,51,,1016,1264,逸山露營,好評,,0.0,1.0,,24.4414814,120.6383111,1
北區,苗栗縣,苗栗縣三灣鄉大銅鑼圈88號,5.0,124,150.0,1036,1284,鄉町露營區,好評,,0.09,0.91,,24.651154,120.953763,1
北區,苗栗縣,苗栗縣南庄鄉東村東江2鄰26號,4.4,476,,1054,1302,金成露營渡假山莊,普通,Hot,0.14,0.86,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣公館鄉仁安村仁安219-1號,4.4,654,,1055,1303,金滿山露營山莊,普通,Hot,0.05,0.95,,24.5061167,120.8282833,1
北區,苗栗縣,苗栗縣銅鑼鄉竹森村3鄰15號,4.3,73,,1058,1306,銅鑼田園河濱露營區,普通,,0.14,0.86,,24.4859158,120.7885422,1
北區,苗栗縣,苗栗縣泰安鄉清安村腦寮庄2號,4.5,273,,1098,1346,雲朵朵露營區,普通,Hot,0.03,0.97,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣大湖鄉9號,5.0,1233,,1105,1353,雲霧灣灣,好評,Hot,0.0,1.0,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣泰安鄉馬那邦64號,4.5,424,,1131,1379,風露營,普通,Hot,0.04,0.96,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉,4.2,88,,1136,1384,食水窩露營區,,,0.26,0.74,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣泰安鄉小南角2鄰6號,4.2,285,,1152,1400,鷂婆山露營區,,Hot,0.43,0.57,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣南庄鄉鹿場聯絡道路24鄰14-2號,4.6,161,,1157,1405,鹿場青松露營區(本部),普通,,0.2,0.8,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣銅鑼鄉,4.7,853,,1165,1413,黃金梯田露營地,普通,Hot,0.03,0.97,,24.4859158,120.7885422,1
北區,苗栗縣,苗栗縣南庄鄉南江村,4.0,48,150.0,1180,1428,上長崎露營區,差評,,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣三義鄉龍騰村草排12鄰40號,4.0,21,400.0,1181,1429,五福山莊,差評,,0.29,0.71,,24.4019171,120.7697176,1
北區,苗栗縣,苗栗縣南庄鄉田美村4鄰72-6號,4.0,113,400.0,1182,1430,南庄慢生活露營區,差評,,0.05,0.95,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣通霄鎮5鄰城南66-5號,0.0,0,150.0,1183,1431,南窩綠丘,差評,,,,,24.490864,120.681063,1
北區,苗栗縣,苗栗縣南庄鄉東河村向天湖17鄰18號,5.0,4,650.0,1187,1435,向天湖露營區,好評,,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣大湖鄉武榮村坑美寮17之10號,4.0,614,400.0,1190,1438,四季非露不可,差評,Hot,0.04,0.96,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣大湖鄉武榮村4鄰23-10號,4.0,89,150.0,1192,1440,天藍露營區,差評,,0.02,0.98,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣南庄鄉東村南庄17鄰111號,4.0,192,150.0,1202,1450,春友彩虹民宿 餐廳 露營,差評,,0.05,0.95,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣三義鄉双潭村崩山下16鄰88號,4.0,448,900.0,1203,1451,景庭露營區,差評,Hot,0.04,0.96,,24.4019171,120.7697176,1
北區,苗栗縣,苗栗縣苗栗市新英里1鄰新英9之1號,4.0,29,400.0,1206,1454,杜石地一號,差評,,0.12,0.88,,24.5905382,120.8231183,1
北區,苗栗縣,苗栗縣南庒鄉篷萊村紅毛館2鄰30號,5.0,18,650.0,1219,1467,清景農場,好評,,0.0,1.0,,24.6021967,120.9991049,1
北區,苗栗縣,苗栗縣三義鄉雙潭村16鄰崩山下38號,2.0,3,650.0,1222,1470,溫馨休閒農場,差評,,0.67,0.33,,24.4019171,120.7697176,1
北區,苗栗縣,苗栗縣泰安鄉清安村洗水坑118號,4.0,23,650.0,1227,1475,瑪都安露營區,差評,,0.09,0.91,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣大湖鄉栗林村竹橋20號,4.0,1,400.0,1228,1476,石門客棧休閒農場露營區,差評,,0.0,1.0,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣大湖鄉大南勢32-1號,4.0,67,650.0,1229,1477,福人居露營區,差評,,0.06,0.94,,24.418218,120.865382,1
北區,苗栗縣,苗栗縣泰安鄉大興村5鄰45號,4.0,413,1250.0,1234,1482,藍天嶺露營區,差評,Hot,0.01,0.99,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣卓蘭鎮坪林里坪林8鄰87號,4.0,62,400.0,1238,1486,逸香園農場,差評,,0.2,0.8,,24.312,120.827,1
北區,苗栗縣,苗栗縣南庄鄉東河村,5.0,3,1250.0,1239,1487,達喇改露營區,好評,,0.0,1.0,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣南庄鄉南江村福南23鄰25-1號,4.0,12,150.0,1244,1492,長青露營區,差評,,0.1,0.9,,24.628147,121.016689,1
北區,苗栗縣,苗栗縣卓蘭鎮坪林里坪林99-9號,5.0,7,650.0,1248,1496,頤生園,好評,,0.0,1.0,,24.312,120.827,1
北區,苗栗縣,苗栗縣泰安鄉清安村洗水坑114-8號,4.0,196,400.0,1249,1497,馬嘟溪露營基地,差評,,0.04,0.96,,24.4474833,120.9077,1
北區,苗栗縣,苗栗縣後龍鎮福寧里頭湖6-2號,0.0,0,150.0,1253,1501,黃金好望角露營區,差評,,,,,24.6020148,120.7783469,1
北區,新竹縣,新竹縣尖石鄉新樂村,4.5,212,890.0,1,6,Payan露營區,普通,,0.19,0.81,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉,4.5,166,1080.0,24,69,嘉揚露營區,普通,,0.03,0.97,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉花園村10鄰天湖218-11號,4.88,301,1250.0,31,89,戀戀天湖,好評,Hot,0.04,0.96,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉竹林村4鄰忠興91之5號,4.0,145,880.0,34,96,小米露營區,差評,,0.44,0.56,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉桃山村18鄰311-37號,4.7,220,1110.0,38,108,山的那一邊,普通,Hot,0.08,0.92,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉205-6號,5.0,182,950.0,42,117,巴萬五峰,好評,,0.0,1.0,,24.574493,121.087514,1
北區,新竹縣,新竹縣關西鎮六曲窩188-8號,4.7,124,330.0,46,127,微居解秘,普通,,0.08,0.92,,24.792632,121.175891,1
北區,新竹縣,新竹縣關西鎮錦山里9鄰錦山99-9號,4.7,716,320.0,51,156,星墅露營窩,普通,Hot,0.0,1.0,,24.792632,121.175891,1
北區,新竹縣,新竹縣五峰鄉,4.5,565,1140.0,52,159,星空下露營區,普通,Hot,0.18,0.82,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉竹林村1鄰羅山23之2號,4.3,208,1060.0,57,167,杉嵐營地,普通,,0.14,0.86,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉桃山村,4.2,250,1160.0,61,173,格步霧露營區,,Hot,0.36,0.64,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉,5.0,200,900.0,63,179,梅后蔓露營區,好評,,0.02,0.98,,24.574493,121.087514,1
北區,新竹縣,新竹縣關西鎮9鄰96-3號,4.3,361,270.0,77,229,生活原鄉,普通,Hot,0.0,1.0,,24.792632,121.175891,1
北區,新竹縣,新竹縣五峰鄉,4.8,145,1140.0,78,232,白蘭時光,好評,,0.06,0.94,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉錦屏村2鄰比麟96號,4.0,207,1000.0,79,235,相思園露營區,差評,,0.33,0.67,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉花園村9鄰196號,4.6,231,780.0,86,268,花湖美地,普通,Hot,0.08,0.92,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉嘉樂村14鄰160之1號,4.2,99,390.0,88,281,谷漢露營區,,,0.19,0.81,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉天湖221-5號,4.4,265,920.0,96,303,鐵露局露營區,普通,Hot,0.07,0.93,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉,4.9,76,700.0,98,308,閣馬雅農場,好評,,0.02,0.98,,24.548314,121.343789,1
北區,新竹縣,新竹縣關西鎮,4.3,308,270.0,104,338,馬武督露營趣,普通,Hot,0.23,0.77,,24.792632,121.175891,1
北區,新竹縣,新竹縣五峰鄉花園村四鄰78之1號,4.4,80,730.0,106,342,高山寨露營區,普通,,0.18,0.82,,24.574493,121.087514,1
北區,新竹縣,新竹縣關西鎮16鄰182號,4.5,44,,118,365,435挑水少年家露營區,普通,,0.07,0.93,,24.792632,121.175891,1
北區,新竹縣,新竹縣尖石鄉水田道路台灣號139號,4.6,314,,120,367,668露營區,普通,Hot,0.04,0.96,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉竹林村1鄰羅山24-22號,4.7,343,,126,373,B612 (夕淞度日) 生態露營場,普通,Hot,0.05,0.95,,24.574493,121.087514,1
北區,新竹縣,新竹縣竹東鎮五鄰,4.4,205,,132,379,Hi 燥樹排 露營區,普通,,0.17,0.83,,24.7243068,121.0996976,1
北區,新竹縣,新竹縣五峰鄉花園村8鄰167-1號,5.0,33,900.0,136,383,KT露營區,好評,,0.05,0.95,,24.574493,121.087514,1
北區,新竹縣,新竹縣竹東鎮,4.9,74,,168,415,一起•露,好評,,0.03,0.97,,24.7243068,121.0996976,1
北區,新竹縣,新竹縣關西鎮31號,4.3,52,,203,450,享聚Glamping Party,普通,,0.03,0.97,,24.792632,121.175891,1
北區,新竹縣,新竹縣五峰鄉,4.3,70,,204,451,享趣露營區,普通,,0.2,0.8,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉仙境微醺莊園312-11號,4.8,265,,206,453,仙境微醺莊園,好評,Hot,0.08,0.92,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉錦屏村6鄰吹上39之,4.5,432,,207,454,仙境露營區,普通,Hot,0.19,0.81,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉玉峰47號,4.7,66,,216,463,來！河繞露營區,普通,,0.06,0.94,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉九鄰79-3號,4.7,226,,218,465,依山傍水休閒露營區,普通,Hot,0.07,0.93,,24.548314,121.343789,1
北區,新竹縣,新竹縣橫山鄉中山街一段188-3號,4.0,179,,225,472,內灣松林茶花露營區,差評,,0.33,0.67,,24.7176825,121.1393701,1
北區,新竹縣,新竹縣尖石鄉義興村9鄰107-1號,4.3,554,,242,489,函館露營區,普通,Hot,0.4,0.6,,24.548314,121.343789,1
北區,新竹縣,新竹縣橫山鄉UnnamedRoad,4.5,59,,251,498,北窩星空,普通,,0.14,0.86,,24.7176825,121.1393701,1
北區,新竹縣,新竹縣五峰鄉5鄰和平163號,4.6,128,,305,552,哈娜露營區,普通,,0.0,1.0,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉,5.0,2,650.0,311,558,喜嵐田園露營區,好評,,0.23,0.77,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉,4.7,171,,368,615,大霸雅脈露營區,普通,,0.0,1.0,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉-,4.8,593,,393,640,好麻吉私房景點露營區,好評,Hot,0.0,1.0,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉61號,5.0,84,650.0,395,642,如果露營區,好評,,0.11,0.89,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉61之8號,4.8,139,,406,653,寶石蘭露營區,好評,,0.02,0.98,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉,4.0,95,650.0,410,657,小尖石露營區,差評,,0.03,0.97,,24.548314,121.343789,1
北區,新竹縣,新竹縣關西鎮錦山99-6號,4.8,97,,421,668,小農頂露營區,好評,,0.0,1.0,,24.792632,121.175891,1
北區,新竹縣,新竹縣尖石鄉1之1號,4.4,815,,425,672,尖石之美露營渡假村,普通,Hot,0.15,0.85,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉村5鄰270-5號,5.0,67,650.0,426,673,夢田,好評,,0.31,0.69,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉23鄰471號,4.0,40,1250.0,428,675,尤瑪山莊,差評,,0.18,0.82,,24.574493,121.087514,1
北區,新竹縣,新竹縣五峰鄉,4.7,142,,441,688,山姆露營區,普通,,0.06,0.94,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉2鄰51-1號,4.6,188,,447,694,山林涼露營區,普通,,0.03,0.97,,24.548314,121.343789,1
北區,新竹縣,新竹縣關西鎮8鄰9號,4.4,165,,492,739,彩虹田營地,普通,,0.14,0.86,,24.792632,121.175891,1
北區,新竹縣,新竹縣尖石鄉水田,4.4,199,,505,752,怡德露營區,普通,,0.08,0.92,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉梅花村,5.0,56,1250.0,506,753,怡然自德,好評,,0.02,0.98,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉義興村7鄰21號,4.4,157,,507,754,恩典露營區,普通,,0.05,0.95,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉123號,4.8,260,,512,759,悠野's露營區,好評,Hot,0.11,0.89,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉和平部落,4.3,434,,524,771,戈巴侖露營區,普通,Hot,0.07,0.93,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉新樂村,4.3,84,,532,779,拉號部落野營地,普通,,0.2,0.8,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉花園村9鄰196-2號,4.2,478,,555,802,新竹·五峰露營區,,Hot,0.26,0.74,,24.574493,121.087514,1
北區,新竹縣,新竹縣橫山鄉35號,4.6,63,,556,803,新竹內灣,普通,,0.15,0.85,,24.7178481,121.1403783,1
北區,新竹縣,新竹縣峨眉鄉環湖路8-8號,4.0,320,,557,804,新竹縣峨眉湖吾家農場,差評,Hot,0.25,0.75,,24.6887001,121.0196215,1
北區,新竹縣,新竹縣五峰鄉竹林村,4.5,87,,558,805,新竹舞蜜露營區,普通,,0.08,0.92,,24.574493,121.087514,1
北區,新竹縣,新竹縣新埔鎮52之20號,4.3,148,,576,823,明園星空營地,普通,,0.26,0.74,,24.8280421,121.0712198,1
北區,新竹縣,新竹縣尖石鄉28-1號,4.8,518,,588,835,星空漫漫 Starry sky,好評,Hot,0.05,0.95,,24.548314,121.343789,1
北區,新竹縣,新竹縣北埔鄉鄉下10鄰,5.0,173,150.0,591,838,星院露營區,好評,,0.05,0.95,,24.702003,121.0566848,1
北區,新竹縣,新竹縣尖石鄉內灣老街在導航上山路線才是正確道路,4.4,437,,600,847,景色天地露營區,普通,Hot,0.05,0.95,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉那羅村煤源產業道路1.5公里右轉晴空小徑1.5公里,4.0,66,900.0,602,849,晴空森林露營區,差評,,0.17,0.83,,24.548314,121.343789,1
北區,新竹縣,新竹縣五峰鄉一鄰23-5號,4.5,246,,612,859,有愛一家露營區,普通,Hot,0.24,0.76,,24.574493,121.087514,1
北區,新竹縣,新竹縣尖石鄉號,4.6,51,,655,903,森林遇,普通,,0.1,0.9,,24.548314,121.343789,1
北區,新竹縣,新竹縣尖石鄉水田150之5號,4.7,446,,665,913,樂奔露營區,普通,Hot,0.01,0.99,,24.548314,121.343789,1
