Name,Campsite,Address
Eta,巴歌浪藝術園區, 台東縣長濱鄉樟原村大峰峰15號 
Eta,阿里山 迷糊露營區, 嘉義縣阿里山鄉樂野村2鄰樂野68號 
Eta,吉恩典山丘, 嘉義縣水上鄉三界埔段532-4地號 
Eta,美栗民宿露營區, 嘉義縣番路鄉公興村下路14號 
Eta,美淞露營地, 嘉義縣水上鄉 
Eta,三寶山露營區, 嘉義縣番路鄉大湖村紅筆仔壽2之8號 
Eta,草地兄弟, 嘉義縣番路鄉大湖村2鄰17附1號 
Eta,汪爸露營區, 嘉義縣阿里山鄉樂野村 
Eta,鵲子山露營區, 宜蘭縣頭城鎮北宜路二段71巷51號 
Eta,飛亞蘭露營區, 宜蘭縣大同鄉茂安村泰雅路五段 
Eta,舊寮之心, 宜蘭縣冬山鄉中山村舊寮路131巷37號 
Eta,橘子園露營區, 宜蘭縣礁溪鄉白石腳路135-1號 
Eta,山谷星空露營區, 宜蘭縣三星鄉泰雅一路301巷71號 
Eta,石頭屋蝴蝶農場, 宜蘭縣冬山鄉梅林路971號 
Eta,粗坑露營區, 宜蘭縣員山鄉粗坑路151號 
Eta,Uwah露營區, 宜蘭縣大同鄉寒溪村華興巷42-18號 
Eta,無憂花露營區, 宜蘭縣礁溪鄉白石腳路157巷88號(近跑馬古道) 
Eta,又想露營趣, 宜蘭縣冬山鄉照安一路360-1號 
Eta,大羅蘭, 新北市烏來區大羅蘭七號 
Eta,福山達卡露營區, 新北市烏來區大羅蘭19之1號 
Eta,十分自然露營區, 新北市平溪區靜安路三段391號-7 
Eta,布魯的家, 新竹縣五峰鄉桃山村11鄰197-7號 
Eta,阿貴營地, 新竹縣五峰鄉大隘村23鄰466號 
Eta,愛喜露營區, 新竹縣尖石鄉梅花九鄰梅花242號 
Eta,愛上比來, 新竹縣五峰鄉上比來部落(24°39'50.5"N 121°08'50.8"E) 
Eta,北得拉曼露營區, 新竹縣尖石鄉水田部落 
Eta,巴棍民宿露營區, 新竹縣五峰鄉桃山村18鄰311-2號 
Eta,巴棍杉林, 新竹縣五峰鄉茅圃產業道路 
Eta,北埔星月天空露營區, 新竹縣北埔鄉大湖村下大湖12鄰22-30號 
Eta,白蘭時光, 新竹縣五峰鄉白蘭部落 
Eta,巴斯瓜藍露營區, 新竹縣五峰鄉桃山村18鄰312號 
Eta,巴萬五峰, 新竹縣五峰鄉205-6號 
Eta,穿山甲咖啡露營休閒莊園, 新竹縣北埔鄉南埔村番婆坑8-22號 
Eta,清心忘憂露營區, 新竹縣尖石鄉義興村馬胎107-2號 
Eta,清悠忘我露營區, 新竹縣尖石鄉新樂村上水田(用Google地圖搜尋清悠忘我-依導航指示即可到達) 
Eta,大東田露營區, 新竹縣五峰鄉花園村6鄰121之5號 
Eta,大湖山林, 新竹縣北埔鄉大湖村三鄰上大湖28之8號 
Eta,大山背小曠野營地, 新竹縣橫山鄉豐鄉村大山背5鄰52號 
Eta,大山北月, 新竹縣橫山鄉豐鄉村大山背5鄰80號 
Eta,飛仙居露營區, 新竹縣五峰鄉桃山村白蘭311之19臨 
Eta,楓櫻杉林, 新竹縣五峰鄉花園村竹62鄉道9.7公里處 
Eta,格步霧露營區, 新竹縣五峰鄉桃山村白蘭部落311-3 
Eta,谷漢露營區, 新竹縣尖石鄉嘉樂村14鄰160之1號 
Eta,閣馬雅農場, 新竹縣尖石鄉 24.7217172002244.2528473 
Eta,高山寨露營區, 新竹縣五峰鄉花園村四鄰78之1號 
Eta,鬼澤157, 新竹縣五峰鄉157號 
Eta,航道休閒露營區, 新竹縣尖石鄉新樂村7鄰水田185號 
Eta,花湖美地, 新竹縣五峰鄉花園村9鄰196號(天湖部落) 
Eta,豪祥露營區, 新竹縣尖石鄉錦屏村7鄰那羅25之1號 
Eta,迦得營地, 新竹縣尖石鄉 
Eta,靜觀露營區, 新竹縣五峰鄉桃山村18鄰311-30號 
Eta,嘉揚露營區, 新竹縣五峰鄉白蘭18鄰302之6 
Eta,竹鷹露營區, 新竹縣五峰鄉 
Eta,靜月居, 新竹縣峨眉鄉湖光村十二寮12鄰6-5號 
Eta,露露米露營區, 新竹縣五峰鄉竹林村 
Eta,老牛露營區, 新竹縣五峰鄉桃山村18鄰白蘭312-3號 
Eta,旅人山泉農場, 新竹縣北埔鄉 
Eta,戀上瓜麗, 新竹縣五峰鄉320-3號村民石 
Eta,司馬庫斯拉娃露營區, 新竹縣尖石鄉16號 
Eta,馬丘比丘露營區, 新竹縣五峰鄉天湖部落竹62縣8.3K 
Eta,明當家園, 新竹縣尖石鄉新樂村水田7鄰190-1號(水田營地對面) 
Eta,梅后蔓瀑布露營區, 新竹縣花園村8鄰 
Eta,Mspat露營區, 新竹縣尖石鄉十鄰145號那羅至煤源聯絡道1.3K 
Eta,馬薩保耐露營區, 新竹縣五峰鄉5鄰和平165號 
Eta,梅村露營區, 新竹縣尖石鄉185號 
Eta,馬武督露營趣, 新竹縣關西鎮錦山里 
Eta,馬雅竹軒, 新竹縣五峰鄉305號 
Eta,牧羊小豆子, 新竹縣五峰鄉竹林村4鄰93號 
Eta,Payan露營區, 新竹縣尖石鄉新樂村 (拉號部落) 
Eta,山的那一邊, 新竹縣五峰鄉桃山村18鄰311-37號 
Eta,石福山莊, 新竹縣關西鎮石牛山石福宮旁 
Eta,仙湖露營區, 新竹縣五峰鄉大隘村10鄰194號 
Eta,生活原鄉, 新竹縣關西鎮9鄰96-3號 
Eta,霞喀羅, 新竹縣五峰鄉村民石 324 之 20 
Eta,斯卡嵐慕, 新竹縣五峰鄉67線6K處 
Eta,星空下露營區, 新竹縣五峰鄉白蘭部落 
Eta,星空夜語, 新竹縣五峰鄉石20鄰 
Eta,小米露營區, 新竹縣五峰鄉竹林村4鄰忠興91之5號 
Eta,司馬庫斯舊部落營地, 新竹縣尖石鄉(本營區不提供夜衝) 
Eta,斯摩亞營地, 新竹縣關西鎮10鄰106號 
Eta,石牛山露營區, 新竹縣關西鎮錦山里石牛山登山口 
Eta,杉嵐營地, 新竹縣五峰鄉竹林村1鄰羅山23之2號 
Eta,相思園露營區, 新竹縣尖石鄉錦屏村2鄰比麟96號 
Eta,小途溪伴, 新竹縣關西鎮錦山191之1號 
Eta,星月橫山, 新竹縣橫山鄉頭份林1-8號 
Eta,山野悠活的熊山露營區, 新竹縣尖石鄉錦屏段5地號 
Eta,天湖露營區, 新竹縣五峰鄉花園村10鄰天湖218-11號（行駛路線全程皆為柏油路面） 
Eta,彩虹喬露營區, 新竹縣尖石鄉義興村2鄰59-3號(請先導航至尖石鄉公所再導航彩虹喬) 
Eta,天景露營區, 新竹縣五峰鄉花園村10鄰天湖205號 
Eta,鐵露局露營區, 新竹縣五峰鄉天湖221-5號 
Eta,田埔露營地, 新竹縣尖石鄉田埔部落 
Eta,天山農場, 新竹縣五峰鄉桃山村20鄰民石353之5號 
Eta,桃喜悠境休閒莊園, 新竹縣五峰鄉桃山村清泉209-36號 
Eta,蓪草花園營地, 新竹縣五峰鄉花園村 
Eta,舞之海露營區, 新竹縣五峰鄉161-18 
Eta,微居解秘, 新竹縣關西鎮六曲窩188-8號 
Eta,蔚嵐青青, 新竹縣峨眉鄉七星村六寮80號 
Eta,雪花的露營區, 新竹縣尖石鄉梅花村9鄰農路 
Eta,喜樂露營區, 新竹縣尖石鄉義興村馬胎七鄰22-9號臨(座標位置 N24°40'46.8"E121°09'35.4") 
Eta,閑情園, 新竹縣尖石鄉梅花村 
Eta,星墅露營窩, 新竹縣關西鎮錦山里9鄰錦山99-9號 
Eta,尤巴士露營區, 新竹縣五峰鄉桃山村 (白蘭部落) 
Eta,雲淡風清, 新竹縣尖石鄉 
Eta,雲頂天湖露營區, 新竹縣五峰鄉 
Eta,悅光綠境, 新竹縣五峰鄉白蘭311-17號 
Eta,一沐露營區, 新竹縣橫山鄉 
Eta,一抹河, 新竹縣五峰鄉大隘村茅圃352-1號 
Eta,雅娜營地, 新竹縣五峰鄉 
Eta,有你真好阿嬌, 新竹縣五峰鄉竹林村2鄰37號(羅平道路 竹63線 7.8公里處) 
Eta,營墅風晴露營區, 新竹縣關西鎮錦山里9鄰96號 
Eta,比固花園, 桃園市復興區高義村 (高義部落) 
Eta,北戶露營區, 桃園市復興區武道能敢道路地號224 
Eta,夏蝶冬櫻山谷園地-保羅先生, 桃園市復興區高義里高義蘭36-1號 
Eta,得拉互, 桃園市復興區華陵里巴崚8鄰55之2號 
Eta,飛督努露營區, 桃園市復興區霞雲里5鄰成福路559號 
Eta,古渡園地, 桃園市復興區華陵里中心路86巷11號 
Eta,嘎色鬧露營區, 桃園市復興區奎輝里8鄰嘎色鬧23號 
Eta,HOLA露營區, 桃園市復興區羅浮里七鄰高坡16號 
Eta,和平橋露營區, 桃園市復興區義盛里 
Eta,角板山露營區, 詩朗18號之1號 
Eta,高崗露營區, 桃園市復興區武崙路33號 
Eta,庫司景觀露營區, 桃園市復興區霞雲里庫志35之30(導航請輸入「東眼山森林公園」，請勿直接導航營區名稱，會行駛錯誤路線至產業道路，無法順利抵達庫司營區。) 
Eta,利河伯休閒農園露營區, 桃園市復興區三光里爺亨段410地號 
Eta,樂見山, 桃園市復興區復興戰道 
Eta,露薩休閒露營區, 桃園市復興區三光里爺亨35-1號 
Eta,木河谷, 桃園市復興區義盛里 
Eta,米利漾, 桃園市復興區2號 
Eta,那結山露營區, 桃園市復興區奎輝產業道路 
Eta,歐陽莊園, 桃園市復興區高義蘭道路65之7號 
Eta,培雅境休閒露營區, 桃園市復興區羅浮里羅馬路一段301之6號 
Eta,清清露營區, 桃園市復興區華陵里8鄰40號 
Eta,蜻蜓露營區-嘎色鬧, 桃園市復興區奎輝里嘎色鬧7鄰2號 
Eta,順花露營區, 桃園市復興區武道能敢道路9號 
Eta,山豬王露營區, 桃園市復興區7鄰1之12號 
Eta,鑫彩霞谷露營區, 桃園市復興區 
Eta,松野, 桃園市復興區10-16號 
Eta,鑫園馬告露營區, 桃園市復興區羅馬路六段36號(羅馬公路118線 44.3公里處) 
Eta,杉與山露營區, 桃園市復興區中心路86巷 
Eta,桃蘆坑生態農場, 桃園市蘆竹區山林路三段855-1號 
Eta,桃子菇菇休閒農莊, 桃園市復興區中心路華陵里148號 
Eta,哇吶訕露營區, 桃園市復興區三光里武道能敢4鄰14之18號 
Eta,熊居露營趣, 桃園市復興區中心路169-8號 
Eta,戀戀雅渡農場, 桃園市復興區高義里七鄰10之3號 
Eta,爺亨溪岸, 桃園市復興區三光里 
Eta,尹宿納, 桃園市復興區 
Eta,納格林野營, 花蓮縣光復鄉157之1號 
Eta,眺浪營地, 花蓮縣豐濱鄉港口村石梯坪33號 
Eta,佐倉高地, 花蓮縣秀林鄉水源村 
Eta,布耶特景觀營地, 苗栗縣泰安鄉大興村3鄰烏嘎彥 
Eta,按個讚露營區, 苗栗縣泰安鄉天狗部落(導航至梅園派出所) 
Eta,阿麗露營區, 苗栗縣泰安鄉大興村5鄰38號 
Eta,ㄠ嶩民宿露營區, 苗栗縣泰安鄉梅園村2鄰23號 
Eta,薆繞, 苗栗縣泰安鄉 
Eta,阿水泊露營區, 苗栗縣泰安鄉10鄰橫龍山64之36號 
Eta,愛玉露營區, 苗栗縣南庄鄉鹿場聯絡道路14-2號 
Eta,巴卡的天空, 苗栗縣南庄鄉蓬萊村14大湳30-16號 
Eta,部落傳奇露營區, 苗栗縣泰安鄉象鼻村19-5號 
Eta,緣野營客, 苗栗縣卓蘭鎮坪林里9鄰103號 
Eta,的貴露營區, 苗栗縣泰安鄉象鼻村3鄰永安17號 
Eta,德佬露營區, 苗栗縣南庄鄉東河村24鄰鹿場 
Eta,大南之美露營區, 請google導航此座標位置 24°24'19.1"N 120°54'32.0"E 
Eta,法愛露營區, 苗栗縣南庄鄉鹿場部落 
Eta,豐之優露營區, 苗栗縣泰安鄉清安村12鄰109之12號 
Eta,芳樺園, 苗栗縣公館鄉開礦村開礦142-10號 
Eta,楓李小棧, 苗栗縣泰安鄉大興村4鄰61-7號 
Eta,楓美露營區, 苗栗縣南庄鄉鹿場聯絡道路24鄰號 
Eta,芬享露營區, 苗栗縣泰安鄉大興村5鄰38-1號 
Eta,逢雲露營區, 苗栗縣泰安鄉梅園村2鄰66-25號 
Eta,古道秘境露營區, 苗栗縣泰安鄉苗62線11.5公里處左轉 (請跟隨指標) 
Eta,桂竹柿家, 苗栗縣泰安鄉4鄰 
Eta,斑比跳跳 頂級豪華露營訂位, 苗栗縣三灣鄉北埔村小北埔27號 
Eta,高熊卡露營區, 苗栗縣泰安鄉大興村 
Eta,快樂露營區, 苗栗縣泰安鄉大興村高熊卡60號 
Eta,好地方露營區, 苗栗縣泰安鄉梅園村4鄰天狗7之6號 
Eta,喝納灣, 苗栗縣南庄鄉24鄰鹿場13之8號353號 
Eta,南庄哈洛客露營區, 苗栗縣南庄鄉東河137號 
Eta,花香果樂, 苗栗縣大湖鄉水流東路1之19號 
Eta,哈撒山莊, 苗栗縣泰安鄉大興村高熊卡4鄰58號 
Eta,黃熊部落, 苗栗縣泰安鄉大興村2鄰12-2號 
Eta,好自在露營區, 苗栗縣泰安鄉大興村四鄰57號 
Eta,金達鹿, 苗栗縣南庄鄉鹿場聯絡道路 
Eta,轉個彎露營區, 苗栗縣南庄鄉東河村 
Eta,竹木村露營區, 苗栗縣獅潭鄉竹木村大興窩8鄰20-10號 
Eta,橘園山谷, 苗栗縣獅潭鄉永興村10鄰9號 
Eta,開礦露營區, 苗栗縣公館鄉 
Eta,鹿場綠地, 苗栗縣南庄鄉 
Eta,樂活露營區, 苗栗縣公館鄉 
Eta,老古董民宿露營區, 苗栗縣泰安鄉清安村洗水坑141-2號(請導航至 "清安國小" 後 沿著指標前往營地) 
Eta,蘿菈松靜露營區, 苗栗縣南庄鄉東河村21鄰石壁22號 
Eta,樂沐絲司馬縱谷露營區, 苗栗縣泰安鄉中興村司馬限4鄰之2號 (司馬限林道0.5公里處) 
Eta,龍騰讚露營趣, 苗栗縣三義鄉外庄20號之三 
Eta,露也楓情露營區, 苗栗縣泰安鄉大興村部落 
Eta,綠野雲仙露營區, 苗栗縣泰安鄉大興村 
Eta,瑪達法籟露營區, 苗栗縣泰安鄉大興村5鄰48-1號 
Eta,美富安露營區, 苗栗縣泰安鄉象鼻村永安33之6號 
Eta,麥露瘋露營區, 苗栗縣泰安鄉一鄰 
Eta,沐嵐語露營區, 苗栗縣泰安鄉大興村 
Eta,哞哞露營地, 苗栗縣頭屋鄉明德路32-8號 
Eta,慕木露營區, 苗栗縣南庄鄉 
Eta,明瓦南露營區, 苗栗縣泰安鄉梅園村 
Eta,瑪亞鸞露營區, 泰安鄉八卦村3鄰八卦力 
Eta,南庄河畔露營區, 苗栗縣南庄鄉南江村14鄰小東河8-1號 
Eta,南灣蹓蹓, 苗栗縣泰安鄉大興村 
Eta,南庄 鳳凰谷, 苗栗縣南庄鄉田美村7鄰田美125-1號 
Eta,巧遇露營區, 苗栗縣獅潭鄉新豐村八角坑34號 
Eta,日光角落, 苗栗縣泰安鄉錦水村半天寮3鄰45之5號(請地圖搜尋:清安國小 在沿途至營區) 
Eta,瑞娜京霖露營區, 苗栗縣泰安鄉司馬限林道 
Eta,日旺休閒露營區, 苗栗縣公館鄉北河村18鄰北河186-3號 
Eta,象鼻休閒露營區, 苗栗縣泰安鄉象鼻村1鄰9-3號 
Eta,上巴爺爺露營區, 苗栗縣泰安鄉錦水村橫龍山10鄰(地號：橫龍山段224) 
Eta,四方鮮乳休閒農場, 苗栗縣竹南鎮崎頂里崎頂里12鄰東崎頂9-6號 
Eta,山峰點伙露營區, 苗栗縣通霄鎮圳頭里2鄰圳頭23之6號 
Eta,星光山岳露營區, 苗栗縣泰安鄉梅園村2鄰38-1號 
Eta,象之旅露營區, 苗栗縣泰安鄉象鼻1鄰34號 
Eta,水之悅休閒露營區, 苗栗縣泰安鄉梅園12-9號 
Eta,南庄星空玻璃屋露營區, 苗栗縣南庄鄉田美村4鄰 
Eta,思穀汗Skuhan休閒露營區, 泰安鄉中興村長橋三鄰33號 
Eta,莎酷菈露營區, 苗栗縣泰安鄉司馬限林道苗61縣 
Eta,司馬限360度景觀, 苗栗縣泰安鄉中興村5鄰司馬限18之10號 
Eta,司馬限山嵐, 苗栗縣泰安鄉中興村5鄰司馬限部落 
Eta,雪松大砲露營區, 苗栗縣泰安鄉梅園村司馬限林道15.2K 
Eta,山視界露營區, 苗栗縣泰安鄉清安村小南角5鄰39號 
Eta,洗水山露營區, 苗栗縣泰安鄉清安村石水坊(苗62-1道路過清安國小直行) 
Eta,山田露營區, 苗栗縣獅潭鄉新店村12鄰151-7號 
Eta,蘇彥露營區, 苗栗縣泰安鄉八鄰8-2號 
Eta,司焉慕, 苗栗縣南庄鄉8鄰 
Eta,三灣水漾森林露營區, 苗栗縣三灣鄉北埔村小北埔7鄰2-13號 
Eta,泰安哈尼, 苗栗縣泰安鄉大興村 
Eta,10.5k露營區, 苗栗縣卓蘭鎮坪林里 113之9號 
Eta,桃花源, 苗栗縣卓蘭鎮坪林里8鄰98號 
Eta,烏嘎彥露營區, 苗栗縣泰安鄉大興村3鄰63-10號 
Eta,五隻小豬, 苗栗縣泰安鄉農路一號 
Eta,烏客藍露營區, 苗栗縣泰安鄉 
Eta,武嵐露營區, 苗栗縣泰安鄉錦水村10鄰橫龍山64之36號 
Eta,五鄰休閒露營區, 苗栗縣泰安鄉大興村5鄰42號 
Eta,泰安王子小豬仔露營區, 苗栗縣泰安鄉大興村部落 
Eta,吻吻露營區, 東河村24鄰鹿場16號 
Eta,西湖祕密花園露營區, 苗栗縣西湖鄉金獅村茶亭6-1號 
Eta,尤巴斯露營區, 苗栗縣泰安鄉大興村5鄰高熊卡45號 
Eta,鷹的故鄉, 苗栗縣泰安鄉大興村4鄰57-9號 
Eta,一定行露營區, 苗栗縣泰安鄉象鼻村 
Eta,尤法艾露營區, 苗栗縣 泰安鄉 
Eta,雲境露營區, 苗栗縣泰安鄉大興村4鄰 
Eta,迎客山, 苗栗縣大湖鄉 
Eta,遊牧民族露營區, 苗栗縣泰安鄉大興村５鄰47之6號 
Eta,耀婆山露營區, 苗栗縣泰安鄉清安村小南角2鄰6號 
Eta,悠然之地, 苗栗縣泰安鄉麻必浩部落 
Eta,原心小團露, 苗栗縣泰安鄉大興村五鄰45-9號 
Eta,伊紹露營區, 苗栗縣泰安鄉象鼻村大安35-1號 
Eta,逸視界露營區, 苗栗縣泰安鄉大興村3鄰63號旁 
Eta,伊夕尚露營區, 苗栗縣泰安鄉往橫龍古道方向 
Eta,鹽水頭露營區, 苗栗縣獅潭鄉豐林村13鄰鹽水36-1號 
Eta,云心園, 請google導航此座標位置 24°23'37.0"N 120°58'43.9”E 
Eta,原始原味, 苗栗縣泰安鄉大興村 
Eta,友田坊, 苗栗縣泰安鄉清安村洗水坑12鄰 
Eta,亞哇斯露營區, 苗栗縣泰安鄉八卦村3鄰53號 
Eta,云仙谷休閒露營區, 泰安鄉清安村腦寮庄15號 
Eta,一線天, 苗栗縣泰安鄉中興村 
Eta,永遠露宿, 苗栗縣泰安鄉斯瓦細格部落 
Eta,再露營, 苗栗縣公館鄉福星村227-1號 
Eta,紫逸露營區, 苗栗縣泰安鄉麻必浩部落 
Eta,晨月緣露營區, 高雄市桃源區寶山巷98-8號 
Eta,大學林, 高雄市桃源區荖濃溪林道 
Eta,鳳之凰露營區, 高雄市桃源區15-12號 
Eta,好望角, 高雄市桃源區73-2 號 
Eta,愛莉絲森林露營區, 高雄市桃源區寶山巷98之18號 
Eta,快樂熊露營區, 高雄市六龜區裕濃路1之7號 
Eta,美濃客家庄, 高雄市美濃區中興路二段6-1號 
Eta,Savi部落咖啡, 高雄市桃源區興中巷142-6號 
Eta,彩虹森林露營區, 高雄市六龜區和平路290號 
Eta,文家果園, 高雄市桃源區寶山里 
Eta,野獸休閒基地, 高雄市六龜區和平路151-16號 
Eta,燿興山茶咖啡坊, 高雄市桃源區寶山98之12號 
